type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Tv Show,Grizzy Et Les Lemmings,,"Pierre-Alain De Garrigues, Josselin Charier",France,12-Dec-20,2018,TV-Y,2 Seasons,"Kids' Tv, Tv Comedies","Strong, Whip-Smart Grizzy Rules A Canadian Forest, Where He Has His Paws Full With A Family Of Frolicsome Lemmings."
Tv Show,Check The Store Next Door: The Next Chapter,,"Ernest Prakasa, Chew Kin Wah, Dion Wiyoko, Morgan Oey, Anggika Bolsterli, Arie Kriting, Yusril Fahriza, Awwe, Adjis Doaibu, Aci Resti, Bintang Emon, Jenny Zhang, Soleh Solihun, Denny Gitong",Indonesia,02-Dec-20,2020,TV-14,2 Seasons,"International Tv Shows, Tv Comedies, Tv Dramas","When A Former Shop Owner Grows Bored Of Retirement, He Buys A Fish Pond And Manages The New Hijinks In His Life With A Staff Of Quirky Employees."
Tv Show,Polly Pocket,,"Emily Tennant, Shannon Chan-Kent, Kazumi Evans, Patricia Drake, Rhona Rees, Ian Hanlin, Maryke Hendrikse, Vincent Tong, David Kaye, Ellen Kennedy","Canada, United States, Ireland",15-Nov-20,2021,TV-Y,2 Seasons,Kids' Tv,"After Uncovering A Magical Locket That Allows Her To Shrink In Size, Polly And Her Friends Set Out On Big Adventures With Petite Power."
Tv Show,Lego Ninjago,,"Michael Adamthwaite, Paul Dobson, Kelly Metzger, Brent Miller, Kirby Morrow, Pauline Newstone, Vincent Tong, Sam Vincent",Canada,01-Nov-20,2020,TV-Y7,2 Seasons,Kids' Tv,"While Fighting Foes Across Ninjago City And Beyond, The Ninjas Embark On New Quests And Gain Newfound Allies As The Power Of Their Friendship Is Tested."
Tv Show,Voice,,"Jang Hyuk, Lee Ha-Na, Baek Sung-Hyun, Ye-Sung, Son Eun-Seo, Kwon Jae-Hwan, Lee Ju-Seung, Kim Jae-Wook",South Korea,01-Nov-20,2018,TV-14,2 Seasons,"Crime Tv Shows, International Tv Shows, Korean Tv Shows","A Deft Detective Whose Wife Is Killed By A Serial Murderer Teams Up With A Rookie Cop, A Gifted Voice Profiler Dealing With Her Own Father’S Murder."
Tv Show,Buddi,,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China",11-Sep-20,2020,TV-Y,2 Seasons,"British Tv Shows, Kids' Tv","The Buddis Bounce, Spin, Glide — And Giggle! — Through Their Magical World, Learning New Things And Sharing The Joy Of Friendship."
Tv Show,Takki,,"Moayed Althagafi, Khairiah Abulaban, Ali Alsharif, Adel Redwan, Redwan Alremey, Hind Alsaigh, Reem Alhabib, Khaled Bamashmoos, Fahad Ghazoli, Dareen Albayedh, Naif Althufairi, Mohammad Balkhi",Saudi Arabia,15-Aug-20,2014,TV-14,2 Seasons,"International Tv Shows, Tv Dramas","In Jeddah, Saudi Arabia, A Young Aspiring Filmmaker And His Circle Of Friends Grapple With Family Expectations, Gender Roles, Romance And Rivalry."
Tv Show,The Umbrella Academy,,,"United States, Canada",31-Jul-20,2020,TV-14,2 Seasons,"Tv Action & Adventure, Tv Mysteries, Tv Sci-Fi & Fantasy","Reunited By Their Father'S Death, Estranged Siblings With Extraordinary Powers Uncover Shocking Family Secrets – And A Looming Threat To Humanity."
Tv Show,Sunny Bunnies,,"Svetlana Tsimokhina, Dmitri Davidovich",Belarus,15-Jul-20,2016,TV-Y,2 Seasons,"British Tv Shows, Kids' Tv, Tv Comedies","Furry Little Bunnies Hop Through Wild Adventures As They Find Solutions, Fun And Sometimes Mischief Wherever There Is Light."
Tv Show,Little Singham,,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra",India,04-Jul-20,2020,TV-Y7,2 Seasons,"Kids' Tv, Tv Comedies","A Spinoff Of Rohit Shetty'S Action Franchise, This Animated Series Follows Brave Kid Cop Little Singham’S Adventures As He Defends His Town From Evil."
Tv Show,Cardcaptor Sakura,,"Miwa Matsumoto, Motoko Kumai, Nozomu Sasaki, Hideyuki Tanaka, Junko Iwao, Emi Motoi, Yukana, Aya Hisakawa, Katsuyuki Konishi, Emi Shinohara, Sakura Tange, Ryoka Yuzuki, Minako Kotobuki, Yumi Toma, Natsuki Hanae, Issei Miyazaki, Tomokazu Seki, Kazuo Hayashi, Masaya Onosaka, Minori Suzuki, Megumi Ogata",Japan,01-Jun-20,1999,TV-Y7,2 Seasons,"Anime Series, International Tv Shows","After A Young Girl Breaks The Seal Of A Magical Book, Releasing The Spirits Of The Cards Inside, She Must Become A ""Cardcaptor"" And Retrieve Them."
Tv Show,The Wiggles,,"Anthony Field, Lachlan Gillespie, Simon Pryce, Emma Watkins, Paul Paddick",Australia,15-May-20,2015,TV-Y,2 Seasons,Kids' Tv,"The Top Band For Preschool Kids, The Wiggles, Entertains Tots With Spirited Music, Simple Choreography And Whimsical Adventures."
Tv Show,Restaurants On The Edge,,"Nick Liberato, Karin Bohn, Dennis Prescott",Canada,08-May-20,2020,TV-14,2 Seasons,"International Tv Shows, Reality Tv",Three Food And Design Experts Travel The World To Revive Failing Restaurants By Connecting Them To The Local Culture Beyond Their Gorgeous Views.
Tv Show,The Hollow,,"Adrian Petriw, Ashleigh Ball, Connor Parnall, Mark Hildreth, Alex Barima, Jesse Moss, Diana Kaarina, Brian Dobson",Canada,08-May-20,2020,TV-Y7,2 Seasons,"Kids' Tv, Tv Thrillers","Three Teens Join Forces To Find A Way Home After Waking Up In A Strange Realm Filled With Magic Portals, Perplexing Puzzles And Vicious Beasts."
Tv Show,Hi Score Girl,,"Kohei Amasaki, Sayumi Suzushiro, Yuuki Hirose, Kazuyuki Okitsu, Daiki Yamashita, Daria Midou, Satomi Arai, Shizuka Ito, Cho, Chinatsu Akasaki, Tomokazu Sugita, Yuichi Nakamura, Kana Ueda, Taketora, Hochu Otsuka, Hiroki Yasumoto",Japan,09-Apr-20,2019,TV-14,2 Seasons,"Anime Series, International Tv Shows, Romantic Tv Shows","A Chronic Gamer Abysmally Inept In Academics And Sports Finally Meets His Match At His Usual Shady Arcade – And It’S His Rich Classmate, Akira."
Tv Show,Well-Intended Love,,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi",China,01-Apr-20,2020,TV-14,2 Seasons,"International Tv Shows, Romantic Tv Shows, Tv Comedies","To Secure A Bone Marrow Donation, An Actress Diagnosed With Leukemia Makes A Marriage Pact With A Young Ceo – But Love And Secrets Get In The Way."
Tv Show,Dino Girl Gauko,,"Naoko Matsui, Hiroshi Kamiya, Kazue Ikura, Chafurin, Chie Kojiro, Mari Mashiba, Ryoko Shiraishi, Hidekatsu Shibata, Tadashi Miyazawa, Sonosuke Hattori, Karen, Yui Toita, Izu Konishi, Eri Ozaki, Risa Nakamura, Tomoyo Chujo, Takuro Hijioka, Sawako Yoshida, Chika Okubo, Yuri Fujiwara, Tomomi Yamakawa, Hikaru Yuki, Miyako Kobayashi, Mutsuki Arisawa, Koharu Nogata, Tomoka Kuzutani, Madoka Yokoyama, Madoka Hiraide, Ayako Takamura, Yuki Arimoto, Yuto Kazama, Arisa Takami, Chika Sakamoto","United States, Japan",20-Mar-20,2020,TV-Y7,2 Seasons,"Anime Series, Kids' Tv","When She Gets Angry, Middle Schooler Naoko Turns Into Fierce Dinosaur Gauko! Thanks To Friends, Aliens And More, Her Life Is Full Of Wacky Incidents."
Tv Show,Always A Witch,,"Angely Gaviria, Sebastián Eslava, Luis Fernando Hoyos, Verónica Orozco, Lenard Vanderaa, Sofía Araujo, Dylan Fuentes, Valeria Emiliani, Dubán Prado, Carlos Quintero",Colombia,28-Feb-20,2019,TV-14,2 Seasons,"International Tv Shows, Spanish-Language Tv Shows, Tv Comedies","A Young 17Th-Century Witch Time Travels To The Future To Save The Man She Loves, But First Must Adjust To Present-Day Cartagena And Defeat A Dark Rival."
Tv Show,Fifty: The Series,,"Ireti Doyle, Keira Hewatch, Dakore Akande, Omoni Oboli, Uzor Osimkpa, Wale Ojo, Timini Egbuson, Chris Attoh, Kachi Nnochiri",Nigeria,07-Feb-20,2018,TV-14,2 Seasons,"International Tv Shows, Romantic Tv Shows, Tv Dramas","Juggling Careers And Families, Four Ambitious Women Faced With Unique Crises Weigh The Consequences Of Their Choices As They Approach Turning 50."
Tv Show,Sons Of The Caliphate,,"Yakubu Mohammed, Paul Sambo, Mofe Duncan, Nita Byack George, Yvonne Hays, Mickey Odey, Rahama Sadau, Sani Muazu",Nigeria,24-Jan-20,2017,TV-14,2 Seasons,"International Tv Shows, Tv Dramas","Three Wealthy, Power-Hungry Men Tussle For Sovereignty Amid Corrupt Politics, Passionate Desires And Family Obligations."
Tv Show,?Saint Seiya: Knights Of The Zodiac,,"Bryson Baugus, Emily Neves, Blake Shepard, Patrick Poole, Luci Christian, Adam Gibbs, Masakazu Morita, Fumiko Orikasa, Takahiro Sakurai, Hiroaki Miura, Satomi Sato, Katsuyuki Konishi",Japan,23-Jan-20,2020,TV-14,2 Seasons,"Anime Series, International Tv Shows","Seiya And The Knights Of The Zodiac Rise Again To Protect The Reincarnation Of The Goddess Athena, But A Dark Prophecy Hangs Over Them All."
Tv Show,The Inbestigators,,"Abby Bergman, Anna Cooke, Aston Droomer, Jamil Smyth-Secka, James Saunders, Maria Angelico, Eliza Ong",Australia,10-Jan-20,2020,TV-Y,2 Seasons,"Kids' Tv, Tv Comedies","Four Clever School Kids Start Their Own Detective Agency And Vlog About Their Adventures, Becoming Fast Friends In The Process."
Tv Show,Mia And Me,,"Rosabell Laurenti Sellers, Adrian Moore, Saphia Stoney, Josephine Benini, Andrew Craig, Tajja Isen, Rod Wilson, Linda Ballantyne, Jonathan Wilson, Elizabeth Hanna, Norma Dell'Agnese","Netherlands, Germany, Italy, Canada",01-Jan-20,2017,TV-Y7,2 Seasons,Kids' Tv,"A Mysterious Gift From Her Late Parents Sends 12-Year-Old Mia Into An Enchanted World Of Elves, Unicorns And An Evil Queen Named Panthea."
Tv Show,Robot Trains,,"Bill Rogers, Carrie Savage, Ken Spassione, Angela Mulligan, Mark Szabo, Daniel J. Edwards, Mike Pollock, Anthony Salerno",South Korea,31-Dec-19,2018,TV-Y7,2 Seasons,"Kids' Tv, Korean Tv Shows","Keeping Peace And Safety In Train World Is No Easy Task, But For Five Trains With The Power To Transform Into Robots, Every Crisis Is An Adventure!"
Tv Show,Chip And Potato,,"Abigail Oliver, Andrea Libman, Briana Buckmaster, Brian Dobson, Chance Hurstfield, Dominic Good, Emma Jayne Maas, Evan Byarushengo, Scotia Anderson, Alessandro Juliani","United Kingdom, Canada",29-Nov-19,2019,TV-Y,2 Seasons,Kids' Tv,"Lovable Pug Chip Starts Kindergarten, Makes New Friends And Tries New Things – With A Little Help From Potato, Her Secret Mouse Pal."
Tv Show,K-On!,,"Aki Toyosaki, Ayana Taketatsu, Chika Fujito, Madoka Yonezawa, Minako Kotobuki, Satomi Sato, Yoko Hikasa",Japan,15-Nov-19,2010,TV-PG,2 Seasons,"Anime Series, Teen Tv Shows","When They'Re Not Gorging Themselves On Sugary Snacks, Four Aspiring High School Musicians Crank Out Catchy Tunes As Members Of The Light Music Club."
Tv Show,Chief Of Staff,,"Lee Jung-Jae, Shin Mina, Lee Elijah, Kim Dong-Jun, Jung Jin-Young, Kim Kap-Soo, Jung Woong-In, Im Won-Hee, Kim Hong-Pa",South Korea,12-Nov-19,2019,TV-14,2 Seasons,"International Tv Shows, Korean Tv Shows, Tv Dramas","As A Chief Of Staff In The National Assembly, Jang Tae-Jun Influences Power Behind The Scenes While Pursuing His Own Ambitions To Rise To The Top."
Tv Show,Clannad,,"Yuichi Nakamura, David Matranga, Mai Nakahara, Luci Christian, Ryo Hirohashi, Shelley Calene-Black, Ai Nonaka, Hilary Haag, Akemi Kanda, Brittney Karbowski, Houko Kuwashima, Kaytha Coker, Mamiko Noto, Emily Neves, Daisuke Sakaguchi, Greg Ayres",Japan,01-Nov-19,2008,TV-PG,2 Seasons,"Anime Series, Teen Tv Shows",Maladjusted High School Student Tomoya'S Life Begins To Change When He Befriends His Classmate Nagisa And Several Other Eccentric Girls.
Tv Show,Haikyu!!,,"Ayumu Murase, Kaito Ishikawa, Satoshi Hino, Miyu Irino, Yu Hayashi, Koki Uchiyama, Soma Saito, Nobuhiko Okamoto, Yoshimasa Hosoya, Toshiki Masuda, Kaori Nazuka, Hiroshi Kamiya, Kazunari Tanaka, Daisuke Namikawa, Hiroyuki Yoshino, Sumire Morohoshi, Yuichi Nakamura, Yuki Kaji, Shinnosuke Tachibana, Mark Ishii, Ryohei Kimura, Ryota Takeuchi, Hisao Egawa, Subaru Kimura",Japan,01-Nov-19,2015,TV-14,2 Seasons,"Anime Series, International Tv Shows, Teen Tv Shows","Inspired By A Championship Match He Sees On Tv, Junior High Schooler Hinata Joins A Volleyball Club And Begins Training, Despite His Short Height."
Tv Show,"Love, Chunibyo & Other Delusions!",,"Jun Fukuyama, Maaya Uchida, Chinatsu Akasaki, Azumi Asakura, Sumire Uesaka, Yuri Amano, Kaori Fukuhara, Mami Shitara, Soichiro Hoshi, Kikuko Inoue, Eri Sendai, Juri Nagatsuma",Japan,01-Nov-19,2014,TV-PG,2 Seasons,"Anime Series, Romantic Tv Shows, Teen Tv Shows","High Schooler Yuta Wants To Leave His Past As A Delusional Weirdo Behind. But His Classmate Rikka Has Her Own Delusions, And She'S Interested In His."
Tv Show,Mobile Suit Gundam: Iron-Blooded Orphans,,"Kengo Kawanishi, Yoshimasa Hosoya, Natsuki Hanae, Yuuichirou Umehara, Yasuaki Takumi, Taishi Murata, Kouhei Amasaki, Mutsumi Tamura, Soma Saito, Yuka Terasaki, Hisako Kanemoto, Takahiro Sakurai, Masaya Matsukaze, Toru Okawa",Japan,01-Nov-19,2016,TV-14,2 Seasons,"Anime Series, International Tv Shows","On A Terraformed Post-Disaster Mars, A Group Of Child Security Agents Rebel Against The Adults Who Betrayed Them And The Oppressive Earth Government."
Tv Show,Little Baby Bum: Nursery Rhyme Friends,,"Chloe Marsden, Aaron Marsden, María Esnoz",United Kingdom,18-Oct-19,2019,TV-Y,2 Seasons,"British Tv Shows, Kids' Tv","Twinkle, Mia, Jacus And The Rest Of The Nursery Rhyme Friends Perform Catchy Tunes For The Little Ones."
Tv Show,Chosen,,"Lan Cheng-Lung, Deng Jiajia, Han Pengyi, Sam Hayden-Smith, Jenny Zhou, Paul He, Nathaniel Kelly",China,17-Oct-19,2019,TV-14,2 Seasons,"Crime Tv Shows, International Tv Shows, Tv Action & Adventure","When A Mysterious Box Arrives At His Door, A Doctor And Father Is Forced To Participate In A Twisted Killing Game, Or Risk Losing Everything."
Tv Show,Creeped Out,,"Victoria Diamond, William Romain, Sydney Wade, Jennifer James, Daniel Ryan, Robert Styles, Rhys Gannon, Maeve Larkin, Margaret Jackman, Katie Proctor, Jonathan Blake, Maximus Evans, Anya Lawrence, Tiffany Elefano, Diya Kittur, Berkley Silverman, Malen Clarkson, Jason Done, Rosina Carbone, Boris Burnell Anderson, Macey Howarth, Rebecca Hanssen, William Haresceugh, Chris Jack, Zita Sattar, Acushla-Tara Kupe, Tillie Amartey, Isabella Pinto, Bella Band, Lola Ogunyemi, Elizabeth Bower, Gianluca Gallucci, Jacob Henshaw, Amelia Curtis, Romy Weltman, Justin Paul Kelly, Jordan Poole, Thamela Mpumlwana, Jake Sim, Leah Choudhry, Daniel Ogbeide-John, Emma Gregory, Rachel Leskovac, Andonis Anthony, Kyle Breitkopf, Julian Richings, Kathryn Emily Douglas","United Kingdom, Canada",04-Oct-19,2019,TV-PG,2 Seasons,"British Tv Shows, Kids' Tv, Tv Thrillers","A Masked Figure Known As ""The Curious"" Collects Tales Of Dark Magic, Otherworldly Encounters And Twisted Technology In This Kids Anthology Series."
Tv Show,My First First Love,,"Ji Soo, Jung Chae-Yeon, Jinyoung, Choi Ri, Kang Tae-Oh, Hong Ji-Yoon",South Korea,26-Jul-19,2019,TV-14,2 Seasons,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows","Due To Various Personal Reasons, A Group Of Yun Tae-O’S Friends Move Into His House, Where They Experience Love, Friendship, And Everything In Between."
Tv Show,Motown Magic,,,"Australia, United States",28-Jun-19,2019,TV-Y,2 Seasons,"Kids' Tv, Tv Sci-Fi & Fantasy","Imaginative Boy Ben Transforms His City By Bringing Colorful Street Art To Life, Armed With A Magic Paintbrush – And The Classic Sounds Of Motown."
Tv Show,Forest Of Piano,,"Soma Saito, Junichi Suwabe, Natsuki Hanae, Yuichi Nakamura, Kenn, Aoi Yuki, Mariya Ise, Katsuyuki Konishi, Toshiyuki Toyonaga, Koji Yusa, Hiroshi Yanaka, Ryoko Shiraishi, Yo Taichi, Marie Miyake, Ryo Hirohashi, Motoko Kumai, Maaya Sakamoto, Hideyuki Tanaka, Bin Shimada",Japan,24-Jun-19,2019,TV-14,2 Seasons,"Anime Series, International Tv Shows",Kai Grows Up Playing An Old Piano Discarded In The Woods; Shuhei'S Father Is A Famous Pianist. Their Chance Meeting Transforms Their Lives And Music.
Tv Show,Go! Live Your Way,,"Pilar Pascual, Renata Toscano, José Giménez Zapiola, Santiago Saez, Paulo Sanchez Lima, Carmela Barsamian, Axel Muñiz, Majo Cardoso, Majo Chicar, Gastón Ricaud, Laura Azcurra",Argentina,21-Jun-19,2019,TV-PG,2 Seasons,"Kids' Tv, Spanish-Language Tv Shows, Teen Tv Shows","Charismatic Mía Gets A Scholarship To An Elite Performing Arts School, Where She Makes Close Friends But Clashes With The Owner'S Popular Daughter."
Tv Show,The Casketeers,,,New Zealand,21-Jun-19,2019,TV-14,2 Seasons,"International Tv Shows, Reality Tv",M?ori Funeral Directors Francis And Kaiora Tipene And Staff Temper Good Humor With Care And Respect As They Help Polynesian Families Cope With Loss.
Tv Show,March Comes In Like A Lion,,"Kengo Kawanishi, Ai Kayano, Kana Hanazawa, Misaki Kuno, Nobuhiko Okamoto, Marina Inoue, Yoshimasa Hosoya, Shinichiro Miki, Tomokazu Sugita, Subaru Kimura, Shigeru Chiba, Toru Okawa, Takahiro Sakurai",Japan,01-Jun-19,2017,TV-14,2 Seasons,"Anime Series, International Tv Shows, Teen Tv Shows","Orphaned Young, A Reclusive 17-Year-Old Professional Shogi Player Starts To Come Out Of His Shell When Three Sisters Take Him Under Their Wing."
Tv Show,Cupcake & Dino - General Services,,"Justin Collette, Mark Little, Kyle Dooley, Mark Forward, Joris Jarksy, Julie Lemieux, Kayla Lorette, Julie Sype","Canada, Brazil",03-May-19,2019,TV-Y7,2 Seasons,"Kids' Tv, Tv Comedies",An Enterprising Cupcake And His Cheerful Dinosaur Brother Take On Jobs Of All Sorts As They Work To Help Friends And Strangers In Their Eccentric City.
Tv Show,Robozuna,,"Taylor Clarke-Hill, Tom Clarke-Hill, Larissa Murray, Brianna Price, Michael Obiora, Morwenna Banks, Rufus Jones, Duncan Wisbey, Danny John-Jules, Ali A",United Kingdom,15-Mar-19,2018,TV-Y7,2 Seasons,"British Tv Shows, Kids' Tv",A Boy And His Homemade Robot Enter The Toughest Competition In The Universe While Attempting To Free Their Oppressed Home From An Evil Empire.
Tv Show,The Big Family Cooking Showdown,,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager",United Kingdom,22-Feb-19,2018,TV-PG,2 Seasons,"British Tv Shows, International Tv Shows, Reality Tv","In This Unscripted Series, Families Passionate About Food Serve Up Their Most Delicious Dishes For The Chance To Be Crowned Britain'S Best Home Cooks."
Tv Show,Z4,,"Apollo Costa, Gabriel Santana, Matheus Lustosa, Pedro Rezende, Werner Schünemann, Manu Gavassi, Angela Dippe, Negra Li, Patrícia De Sabrit, César Pezzuoli, Carol Loback, Marina Brandão",Brazil,22-Feb-19,2018,TV-PG,2 Seasons,Kids' Tv,Fading Music Biz Veteran Zé Realizes He Has Just One More Chance At Redemption: He Must Assemble A Hit Boy Band From A Ragtag Group Of Pop Newbies.
Tv Show,Velvet Colección,,"Marta Hazas, Asier Etxeandía, Adrián Lastra, Diego Martín, Fernando Guallar, Llorenç González, Megan Montaner, Mónica Cruz, Marta Torné, Andrea Duro, Aitana Sánchez-Gijón, Adriana Ozores, Imanol Arias",Spain,14-Feb-19,2018,TV-14,2 Seasons,"International Tv Shows, Romantic Tv Shows, Spanish-Language Tv Shows","In The Late '60S, Fashion Designer Ana Enlists Friends Clara, Pedro And Raúl To Open A Store And Design School In Barcelona In This ""Velvet"" Spinoff."
Tv Show,Horrid Henry,,"Lizzie Waterworth, Joanna Ruiz, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Stephanie Anne Mills, David Holt",United Kingdom,11-Jan-19,2019,TV-Y7,2 Seasons,"British Tv Shows, Kids' Tv, Tv Comedies","To His Family'S Frustration, Henry Is Skilled At Making Trouble, From Babysitting Pets In His Bedroom To Starting A Shark Panic At The Swimming Pool."
Tv Show,Last Hope,,"Tomoaki Maeno, Kana Hanazawa, Kenjiro Tsuda, Nao Toyama, Yuma Uchida, Unsho Ishizuka, Yuuichirou Umehara, Ai Kayano",Japan,21-Dec-18,2018,TV-14,2 Seasons,"Anime Series, International Tv Shows","After Causing The Near Extinction Of Mankind Seven Years Ago, Genius Scientist Leon Lau Must Now Fight The Ecological Disaster He Unwittingly Created."
